,time,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp,Cyclone_Outlet_Gas_draft,Cyclone_cone_draft,Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Draft,year,month,anomaly
7353,2017-01-26 12:45:00,764.32,834.01,10.66,-4.04,759.09,9.19,2017,1,-1
7354,2017-01-26 12:50:00,756.62,836.32,2.97,-9.23,760.16,2.74,2017,1,-1
7355,2017-01-26 12:55:00,750.22,863.44,-51.03,-64.23,755.92,-40.72,2017,1,-1
7356,2017-01-26 13:00:00,867.04,904.87,-44.22,-54.27,824.53,-37.67,2017,1,-1
7357,2017-01-26 13:05:00,924.41,966.29,-13.65,-27.14,891.98,-12.75,2017,1,-1
7358,2017-01-26 13:10:00,850.62,947.7,11.99,-1.25,856.58,12.5,2017,1,-1
7359,2017-01-26 13:15:00,824.61,917.92,10.27,-1.75,829.16,9.23,2017,1,-1
7360,2017-01-26 13:20:00,844.01,913.8,-36.67,-49.92,819.88,-28.99,2017,1,-1
7361,2017-01-26 13:25:00,918.68,969.67,-67.97,-72.46,866.36,-64.6,2017,1,-1
7362,2017-01-26 13:30:00,903.65,962.49,-83.35,-100.72,858.38,-77.98,2017,1,-1
7363,2017-01-26 13:35:00,940.63,962.65,-78.27,-88.34,893.92,-71.16,2017,1,-1
7364,2017-01-26 13:40:00,903.37,957.68,-89.79,-99.72,880.12,-84.78,2017,1,-1
7365,2017-01-26 13:45:00,944.91,960.18,-103.08,-113.87,887.99,-94.19,2017,1,-1
7366,2017-01-26 13:50:00,873.32,947.2,-106.2,-116.66,857.88,-101.23,2017,1,-1
7367,2017-01-26 13:55:00,868.45,907.64,-118.69,-126.37,831.02,-110.09,2017,1,-1
7368,2017-01-26 14:00:00,976.3,970.64,-103.99,-114.18,908.62,-97.56,2017,1,-1
7369,2017-01-26 14:05:00,851.13,912.75,-126.38,-133.88,825.11,-114.42,2017,1,-1
7370,2017-01-26 14:10:00,882.15,910.12,-114.83,-129.15,838.38,-104.74,2017,1,-1
7371,2017-01-26 14:15:00,876.51,917.18,-121.32,-130.4,843.34,-105.92,2017,1,-1
7372,2017-01-26 14:20:00,864.69,913.74,-128.66,-132.33,838.83,-112.98,2017,1,-1
7373,2017-01-26 14:25:00,930.69,951.49,-126.75,-137.38,888.69,-115.22,2017,1,-1
7374,2017-01-26 14:30:00,886.67,931.19,-130.75,-134.42,858.69,-116.2,2017,1,-1
7375,2017-01-26 14:35:00,954.29,981.42,-128.81,-147.24,914.61,-120.51,2017,1,-1
7376,2017-01-26 14:40:00,907.85,986.38,-121.83,-147.6,901.72,-118.86,2017,1,-1
7377,2017-01-26 14:45:00,975.38,984.43,-122.7,-157.0,929.92,-123.16,2017,1,-1
7379,2017-01-26 14:55:00,917.23,977.84,-133.33,-149.94,897.69,-126.13,2017,1,-1
7380,2017-01-26 15:00:00,930.67,980.85,-131.64,-152.74,900.88,-127.72,2017,1,-1
7382,2017-01-26 15:10:00,987.5,1005.29,-146.69,-164.29,931.28,-141.52,2017,1,-1
7385,2017-01-26 15:25:00,989.56,1021.6,-141.16,-156.94,942.63,-134.09,2017,1,-1
7408,2017-01-26 17:20:00,941.77,1000.32,-154.17,-167.79,907.11,-139.79,2017,1,-1
7977,2017-01-28 16:45:00,824.33,882.1,-118.5,-127.93,806.99,-97.71,2017,1,-1
7978,2017-01-28 16:50:00,815.02,869.65,-74.49,-83.67,802.66,-59.95,2017,1,-1
7979,2017-01-28 16:55:00,820.13,908.69,-28.42,-46.73,795.56,-24.91,2017,1,-1
7980,2017-01-28 17:00:00,850.45,977.43,-61.34,-75.38,808.05,-51.47,2017,1,-1
7981,2017-01-28 17:05:00,935.39,1008.61,-75.16,-87.51,845.23,-64.06,2017,1,-1
7982,2017-01-28 17:10:00,995.62,1038.63,-85.78,-102.32,902.06,-72.15,2017,1,-1
7983,2017-01-28 17:15:00,1016.72,1029.12,-99.3,-105.12,915.69,-85.19,2017,1,-1
7984,2017-01-28 17:20:00,1001.81,1024.63,-100.54,-111.84,913.59,-86.37,2017,1,-1
7985,2017-01-28 17:25:00,945.75,1014.76,-89.62,-98.59,900.64,-71.85,2017,1,-1
7986,2017-01-28 17:30:00,970.72,1007.65,-93.03,-105.53,900.39,-78.93,2017,1,-1
7987,2017-01-28 17:35:00,911.7,994.63,-98.15,-100.63,888.39,-84.2,2017,1,-1
7988,2017-01-28 17:40:00,933.0,983.04,-114.71,-118.1,880.2,-98.79,2017,1,-1
7989,2017-01-28 17:45:00,866.39,962.98,-125.5,-119.91,864.92,-106.28,2017,1,-1
7990,2017-01-28 17:50:00,957.69,981.71,-147.62,-150.56,881.24,-129.66,2017,1,-1
7993,2017-01-28 18:05:00,963.31,1004.2,-159.49,-159.81,910.5,-139.96,2017,1,-1
7994,2017-01-28 18:10:00,894.29,1011.51,-155.72,-145.29,905.25,-137.5,2017,1,-1
7999,2017-01-28 18:35:00,984.4,992.85,-180.87,-172.71,926.53,-155.67,2017,1,-1
8704,2017-01-31 05:20:00,1053.93,1007.25,-168.29,-160.86,955.13,-141.49,2017,1,-1
8706,2017-01-31 05:30:00,830.41,834.79,-121.8,-115.79,831.58,-97.71,2017,1,-1
8707,2017-01-31 05:35:00,1027.02,961.12,-138.38,-136.3,914.34,-112.04,2017,1,-1
8708,2017-01-31 05:40:00,999.13,993.78,-150.38,-143.62,915.38,-127.8,2017,1,-1
8709,2017-01-31 05:45:00,954.16,973.8,-162.08,-147.92,897.51,-134.7,2017,1,-1
8713,2017-01-31 06:05:00,1005.85,1002.4,-168.33,-157.0,899.88,-140.54,2017,1,-1
8717,2017-01-31 06:25:00,974.06,1015.95,-172.08,-154.92,919.31,-142.85,2017,1,-1
9083,2017-02-01 12:55:00,850.89,843.39,-117.04,-89.74,834.24,-89.25,2017,2,-1
9084,2017-02-01 13:00:00,1037.3,973.22,-136.94,-115.37,928.01,-116.23,2017,2,-1
9085,2017-02-01 13:05:00,989.47,987.32,-160.06,-126.09,930.69,-134.33,2017,2,-1
9086,2017-02-01 13:10:00,897.92,909.21,-126.25,-102.66,892.58,-111.28,2017,2,-1
9087,2017-02-01 13:15:00,876.31,885.83,-81.76,-80.09,854.1,-67.75,2017,2,-1
9088,2017-02-01 13:20:00,957.86,998.5,-93.25,-85.34,909.51,-74.69,2017,2,-1
9089,2017-02-01 13:25:00,997.01,1003.53,-113.82,-97.97,927.34,-88.32,2017,2,-1
9090,2017-02-01 13:30:00,923.23,944.3,-119.27,-97.53,889.03,-92.76,2017,2,-1
9091,2017-02-01 13:35:00,943.85,979.01,-139.31,-106.68,899.13,-111.17,2017,2,-1
9092,2017-02-01 13:40:00,871.15,908.75,-149.02,-89.24,866.14,-113.45,2017,2,-1
9093,2017-02-01 13:45:00,1011.35,1016.45,-164.24,-89.24,936.18,-133.96,2017,2,-1
9096,2017-02-01 14:00:00,995.19,1006.73,-174.65,-167.05,938.37,-141.72,2017,2,-1
9112,2017-02-01 15:20:00,789.69,809.41,-114.61,-121.01,798.2,-86.54,2017,2,-1
9113,2017-02-01 15:25:00,896.45,874.6,-101.84,-109.08,834.15,-76.54,2017,2,-1
9114,2017-02-01 15:30:00,987.39,961.69,-125.69,-117.47,912.93,-99.91,2017,2,-1
9115,2017-02-01 15:35:00,827.94,833.54,-82.83,-97.57,829.63,-70.78,2017,2,-1
9116,2017-02-01 15:40:00,871.92,888.73,-110.68,-107.06,834.76,-87.23,2017,2,-1
9117,2017-02-01 15:45:00,883.69,896.37,-130.51,-126.51,840.68,-106.0,2017,2,-1
9118,2017-02-01 15:50:00,939.48,955.41,-129.06,-121.91,868.22,-101.68,2017,2,-1
9119,2017-02-01 15:55:00,895.92,931.16,-140.25,-131.54,849.45,-111.23,2017,2,-1
10142,2017-02-05 05:10:00,973.06,1031.26,-191.35,-172.9,933.98,-158.12,2017,2,-1
10999,2017-02-08 04:35:00,822.69,838.98,-186.92,-189.45,798.24,-146.7,2017,2,-1
11005,2017-02-08 05:05:00,974.04,999.49,-181.34,-194.11,938.84,-150.41,2017,2,-1
11029,2017-02-08 07:05:00,816.72,829.63,-200.66,-207.0,772.68,-172.52,2017,2,-1
11030,2017-02-08 07:10:00,1015.67,1002.36,-139.92,-157.34,872.74,-124.19,2017,2,-1
11031,2017-02-08 07:15:00,1061.18,1055.66,-132.73,-155.34,943.72,-113.34,2017,2,-1
11032,2017-02-08 07:20:00,1027.83,1036.59,-151.63,-177.98,939.8,-137.5,2017,2,-1
11033,2017-02-08 07:25:00,869.67,895.98,-108.06,-136.33,844.34,-87.92,2017,2,-1
11034,2017-02-08 07:30:00,934.53,1002.18,-108.44,-137.51,875.36,-87.45,2017,2,-1
11035,2017-02-08 07:35:00,1028.45,1070.3,-126.54,-140.48,925.35,-100.58,2017,2,-1
11036,2017-02-08 07:40:00,949.66,981.06,-128.45,-146.87,886.94,-107.18,2017,2,-1
11037,2017-02-08 07:45:00,962.72,999.44,-142.31,-153.96,900.12,-122.78,2017,2,-1
11910,2017-02-11 08:30:00,1000.09,975.73,-169.96,-180.74,875.88,-143.82,2017,2,-1
11914,2017-02-11 08:50:00,980.37,1019.0,-171.27,-178.96,927.47,-144.66,2017,2,-1
12826,2017-02-14 12:50:00,1003.29,1017.2,-197.5,-198.47,924.06,-165.26,2017,2,-1
12834,2017-02-14 13:30:00,1025.01,1017.83,-257.33,-253.08,917.2,-230.72,2017,2,-1
13404,2017-02-16 13:00:00,829.57,859.1,-127.33,-137.19,813.2,-98.24,2017,2,-1
13405,2017-02-16 13:05:00,1004.63,952.25,-111.73,-133.39,872.1,-89.96,2017,2,-1
13406,2017-02-16 13:10:00,937.35,962.64,-119.39,-138.25,873.07,-103.95,2017,2,-1
13407,2017-02-16 13:15:00,876.06,909.34,-124.98,-140.74,844.74,-110.77,2017,2,-1
13408,2017-02-16 13:20:00,907.43,925.54,-136.81,-150.9,841.61,-119.11,2017,2,-1
13411,2017-02-16 13:35:00,951.84,982.98,-157.65,-167.18,873.3,-131.45,2017,2,-1
14320,2017-02-19 17:20:00,1006.95,961.69,-200.31,-206.92,976.41,-160.37,2017,2,-1
14321,2017-02-19 17:25:00,990.64,972.04,-195.68,-205.01,973.24,-164.93,2017,2,-1
14536,2017-02-20 11:20:00,825.26,874.12,-152.4,-131.38,822.55,-130.05,2017,2,-1
14538,2017-02-20 11:30:00,862.01,873.64,-135.93,-120.42,860.91,-109.26,2017,2,-1
14539,2017-02-20 11:35:00,947.91,891.54,-147.36,-134.73,901.45,-118.25,2017,2,-1
14540,2017-02-20 11:40:00,938.32,911.79,-157.3,-145.26,913.04,-125.51,2017,2,-1
14541,2017-02-20 11:45:00,922.29,929.32,-158.83,-143.73,916.11,-125.18,2017,2,-1
14543,2017-02-20 11:55:00,1007.85,971.59,-184.24,-167.86,990.56,-146.81,2017,2,-1
15127,2017-02-22 12:35:00,800.22,828.11,-128.41,-146.51,769.23,-94.88,2017,2,-1
15128,2017-02-22 12:40:00,1002.71,863.15,-118.1,-143.15,892.39,-94.87,2017,2,-1
15129,2017-02-22 12:45:00,998.31,915.35,-137.99,-153.82,914.14,-117.01,2017,2,-1
15130,2017-02-22 12:50:00,971.24,928.98,-147.93,-160.97,907.34,-122.28,2017,2,-1
15339,2017-02-23 06:15:00,860.68,852.53,-192.88,-118.72,836.11,-153.47,2017,2,-1
15341,2017-02-23 06:25:00,853.12,845.9,-201.44,-121.41,824.68,-162.46,2017,2,-1
15342,2017-02-23 06:30:00,856.3,844.56,-199.67,-108.52,831.86,-157.77,2017,2,-1
15344,2017-02-23 06:40:00,860.06,842.21,-193.96,-113.31,845.82,-155.49,2017,2,-1
15345,2017-02-23 06:45:00,860.35,842.94,-197.65,-111.2,850.21,-158.86,2017,2,-1
15347,2017-02-23 06:55:00,861.21,852.33,-192.21,-99.31,852.22,-155.35,2017,2,-1
15348,2017-02-23 07:00:00,861.28,855.58,-197.75,-96.48,852.36,-158.21,2017,2,-1
15349,2017-02-23 07:05:00,860.19,854.59,-197.05,-85.3,848.67,-157.24,2017,2,-1
15545,2017-02-23 23:25:00,886.02,853.85,-195.29,-46.08,852.76,-163.46,2017,2,-1
15682,2017-02-24 10:50:00,905.04,861.77,-184.85,-89.76,861.48,-158.11,2017,2,-1
15687,2017-02-24 11:15:00,872.93,856.96,-189.99,-80.6,833.56,-164.1,2017,2,-1
15688,2017-02-24 11:20:00,871.29,851.2,-195.41,-81.43,831.69,-164.49,2017,2,-1
15727,2017-02-24 14:35:00,913.05,864.32,-199.15,-91.52,904.31,-165.46,2017,2,-1
15728,2017-02-24 14:40:00,869.82,860.27,-190.59,-85.57,879.45,-157.92,2017,2,-1
15734,2017-02-24 15:10:00,848.29,842.07,-198.09,-89.79,846.76,-161.52,2017,2,-1
15778,2017-02-24 18:50:00,911.1,856.96,-195.53,-46.05,884.21,-159.19,2017,2,-1
15785,2017-02-24 19:25:00,907.38,846.98,-203.55,-47.02,877.46,-161.16,2017,2,-1
15796,2017-02-24 20:20:00,870.06,827.73,-198.59,-45.3,832.81,-163.09,2017,2,-1
15800,2017-02-24 20:40:00,872.38,806.67,-204.79,-49.13,829.24,-168.51,2017,2,-1
15802,2017-02-24 20:50:00,871.73,804.28,-193.51,-50.15,826.24,-162.73,2017,2,-1
15803,2017-02-24 20:55:00,875.73,804.09,-203.14,-50.15,828.97,-168.44,2017,2,-1
15804,2017-02-24 21:00:00,869.05,802.56,-204.64,-50.15,825.08,-169.45,2017,2,-1
15805,2017-02-24 21:05:00,873.3,799.91,-200.76,-50.15,829.21,-167.51,2017,2,-1
15806,2017-02-24 21:10:00,875.72,799.4,-208.14,-50.15,830.78,-172.27,2017,2,-1
15821,2017-02-24 22:25:00,876.63,817.91,-205.8,-63.35,831.92,-171.5,2017,2,-1
15823,2017-02-24 22:35:00,869.1,816.78,-198.76,-59.47,837.31,-165.13,2017,2,-1
15824,2017-02-24 22:40:00,870.24,817.11,-200.79,-61.79,839.65,-166.48,2017,2,-1
15825,2017-02-24 22:45:00,887.55,817.77,-206.69,-62.92,854.07,-175.24,2017,2,-1
15826,2017-02-24 22:50:00,892.69,822.25,-219.12,-62.92,857.38,-179.96,2017,2,-1
15827,2017-02-24 22:55:00,881.69,821.31,-195.93,-62.92,852.87,-162.55,2017,2,-1
15828,2017-02-24 23:00:00,916.07,0.0,-203.09,-217.23,881.3,-170.09,2017,2,-1
15829,2017-02-24 23:05:00,905.24,81.88,-199.57,-203.3,883.77,-166.45,2017,2,-1
16023,2017-02-25 15:15:00,791.87,817.32,-149.35,-141.48,807.75,-115.0,2017,2,-1
16024,2017-02-25 15:20:00,957.02,962.72,-130.61,-147.1,901.64,-102.49,2017,2,-1
16026,2017-02-25 15:30:00,934.16,956.0,-172.73,-76.34,888.87,-144.99,2017,2,-1
16027,2017-02-25 15:35:00,922.33,944.35,-170.67,-71.53,907.37,-145.2,2017,2,-1
16028,2017-02-25 15:40:00,849.55,870.1,-181.79,-73.12,857.17,-151.14,2017,2,-1
16030,2017-02-25 15:50:00,975.48,1016.94,-182.18,-158.21,931.05,-149.68,2017,2,-1
16031,2017-02-25 15:55:00,918.33,981.38,-174.39,-74.45,915.88,-144.45,2017,2,-1
16040,2017-02-25 16:40:00,845.1,873.94,-185.76,-83.03,845.1,-149.33,2017,2,-1
16042,2017-02-25 16:50:00,931.65,978.0,-196.62,-83.03,902.58,-156.83,2017,2,-1
16043,2017-02-25 16:55:00,927.84,989.43,-197.0,-83.03,919.66,-158.54,2017,2,-1
16047,2017-02-25 17:15:00,917.65,981.92,-192.41,-83.03,919.79,-157.39,2017,2,-1
16064,2017-02-25 18:40:00,844.74,875.38,-198.19,-89.85,852.76,-165.27,2017,2,-1
16094,2017-02-25 21:10:00,840.54,874.73,-266.28,-282.53,854.93,-243.68,2017,2,-1
16095,2017-02-25 21:15:00,775.24,806.32,-120.19,-149.55,789.29,-96.62,2017,2,-1
16096,2017-02-25 21:20:00,828.1,952.46,-109.26,-116.34,817.94,-89.95,2017,2,-1
16097,2017-02-25 21:25:00,941.68,1000.74,-105.4,-138.73,902.03,-87.55,2017,2,-1
16098,2017-02-25 21:30:00,913.73,947.7,-126.85,-147.61,892.27,-99.03,2017,2,-1
16102,2017-02-25 21:50:00,1021.59,1041.49,-183.26,-186.87,969.71,-155.18,2017,2,-1
16438,2017-02-27 01:50:00,798.03,803.3,-124.82,-124.05,767.19,-93.73,2017,2,-1
16439,2017-02-27 01:55:00,949.32,933.7,-115.03,-123.67,843.37,-89.62,2017,2,-1
16440,2017-02-27 02:00:00,973.19,965.75,-120.11,-132.56,873.81,-101.31,2017,2,-1
16441,2017-02-27 02:05:00,940.48,951.3,-118.39,-124.84,868.77,-102.66,2017,2,-1
16442,2017-02-27 02:10:00,933.43,952.54,-124.2,-136.55,862.15,-108.43,2017,2,-1
16777,2017-02-28 06:05:00,852.89,856.38,-205.15,-124.65,817.0,-171.15,2017,2,-1
17079,2017-03-01 07:15:00,876.05,0.0,-192.0,-104.98,865.29,-152.51,2017,3,-1
17087,2017-03-01 07:55:00,867.88,797.06,-184.74,-100.78,870.68,-153.09,2017,3,-1
17154,2017-03-01 13:30:00,898.8,980.05,-188.76,-55.91,899.6,-162.24,2017,3,-1
17166,2017-03-01 14:30:00,862.07,867.88,-188.17,-50.0,865.74,-156.51,2017,3,-1
17300,2017-03-02 01:40:00,1021.43,997.42,-246.21,-234.92,888.48,-219.53,2017,3,-1
17302,2017-03-02 01:50:00,917.28,979.56,-108.36,-122.53,875.49,-87.33,2017,3,-1
17303,2017-03-02 01:55:00,912.82,994.66,-87.41,-93.73,886.48,-71.47,2017,3,-1
17304,2017-03-02 02:00:00,908.51,1032.75,-80.94,-84.17,888.51,-62.1,2017,3,-1
17305,2017-03-02 02:05:00,896.65,995.47,5.05,-13.68,886.87,3.54,2017,3,-1
17306,2017-03-02 02:10:00,880.35,1079.91,8.78,-11.53,881.56,7.35,2017,3,-1
17307,2017-03-02 02:15:00,871.58,1108.99,8.89,-10.29,878.41,7.22,2017,3,-1
17308,2017-03-02 02:20:00,865.18,1109.06,6.3,-15.0,876.65,3.22,2017,3,-1
17309,2017-03-02 02:25:00,873.18,1033.43,-72.64,-90.77,875.53,-63.83,2017,3,-1
17310,2017-03-02 02:30:00,878.64,997.36,-64.71,-68.11,875.35,-55.55,2017,3,-1
17311,2017-03-02 02:35:00,883.07,966.49,-71.12,-76.81,873.53,-57.63,2017,3,-1
17312,2017-03-02 02:40:00,889.37,966.01,-74.92,-88.01,870.01,-57.6,2017,3,-1
17313,2017-03-02 02:45:00,973.18,1042.12,-75.89,-88.29,905.71,-63.78,2017,3,-1
17314,2017-03-02 02:50:00,1008.83,1086.78,-79.44,-100.69,917.57,-70.24,2017,3,-1
17315,2017-03-02 02:55:00,1018.49,1049.95,-85.68,-97.25,918.06,-72.35,2017,3,-1
17316,2017-03-02 03:00:00,1008.86,1041.96,-92.06,-100.71,917.23,-77.32,2017,3,-1
17317,2017-03-02 03:05:00,999.38,1041.49,-94.62,-102.41,905.82,-74.28,2017,3,-1
17318,2017-03-02 03:10:00,1005.29,1045.41,-101.57,-106.17,910.36,-76.82,2017,3,-1
17319,2017-03-02 03:15:00,990.52,1011.75,-117.08,-126.44,905.11,-89.19,2017,3,-1
17320,2017-03-02 03:20:00,1028.28,1070.28,-144.51,-143.99,907.83,-115.24,2017,3,-1
17321,2017-03-02 03:25:00,992.47,1072.27,-127.27,-133.98,910.33,-105.75,2017,3,-1
17322,2017-03-02 03:30:00,973.81,1086.77,-107.73,-98.55,929.1,-91.11,2017,3,-1
17323,2017-03-02 03:35:00,937.01,1011.87,-89.44,-88.94,928.05,-67.88,2017,3,-1
17324,2017-03-02 03:40:00,926.4,1101.44,-71.09,-70.55,919.49,-58.91,2017,3,-1
17325,2017-03-02 03:45:00,880.93,909.45,5.78,-11.84,901.99,3.92,2017,3,-1
17326,2017-03-02 03:50:00,852.05,830.75,4.32,-11.95,878.65,2.9,2017,3,-1
17327,2017-03-02 03:55:00,824.27,774.1,0.96,-15.87,855.7,-1.03,2017,3,-1
17328,2017-03-02 04:00:00,790.48,663.62,3.61,-12.04,829.73,2.36,2017,3,-1
17329,2017-03-02 04:05:00,756.63,656.61,3.53,-13.02,800.34,1.82,2017,3,-1
17330,2017-03-02 04:10:00,735.08,684.16,3.67,-14.4,774.65,2.2,2017,3,-1
17331,2017-03-02 04:15:00,731.05,672.05,2.87,-14.96,759.35,1.21,2017,3,-1
17332,2017-03-02 04:20:00,733.06,663.65,12.45,-8.71,750.78,7.23,2017,3,-1
17333,2017-03-02 04:25:00,728.8,644.39,10.91,-8.32,743.79,7.02,2017,3,-1
17334,2017-03-02 04:30:00,721.96,629.71,11.01,-7.34,735.61,7.45,2017,3,-1
17335,2017-03-02 04:35:00,712.55,615.14,11.74,-7.86,727.52,7.59,2017,3,-1
17336,2017-03-02 04:40:00,711.3,662.41,12.03,-5.99,721.44,8.2,2017,3,-1
17337,2017-03-02 04:45:00,710.33,622.4,-0.18,-18.72,718.65,-2.47,2017,3,-1
17338,2017-03-02 04:50:00,672.88,558.39,-0.28,-19.38,702.81,-2.99,2017,3,-1
17339,2017-03-02 04:55:00,647.14,531.4,0.31,-17.91,682.32,-2.92,2017,3,-1
17340,2017-03-02 05:00:00,631.57,508.75,-1.35,-18.33,663.16,-3.27,2017,3,-1
17341,2017-03-02 05:05:00,618.5,505.44,-1.67,-19.93,646.01,-4.75,2017,3,-1
17342,2017-03-02 05:10:00,605.83,484.44,-1.55,-19.01,632.46,-2.4,2017,3,-1
17343,2017-03-02 05:15:00,601.2,542.98,-0.53,-18.01,623.0,-1.03,2017,3,-1
17344,2017-03-02 05:20:00,602.2,520.71,-0.49,-17.83,620.97,-3.88,2017,3,-1
17345,2017-03-02 05:25:00,591.47,502.17,-2.95,-20.19,614.83,-4.76,2017,3,-1
17346,2017-03-02 05:30:00,580.23,488.67,-4.13,-21.11,606.4,-7.42,2017,3,-1
17347,2017-03-02 05:35:00,569.84,477.61,-3.33,-19.76,597.9,-6.21,2017,3,-1
17348,2017-03-02 05:40:00,559.48,460.3,-2.97,-20.04,589.05,-3.88,2017,3,-1
17349,2017-03-02 05:45:00,549.95,444.57,-0.77,-17.93,580.54,-4.12,2017,3,-1
17350,2017-03-02 05:50:00,541.88,436.22,-4.47,-19.91,571.88,-5.34,2017,3,-1
17351,2017-03-02 05:55:00,535.27,452.45,-1.94,-18.23,562.57,-3.28,2017,3,-1
17352,2017-03-02 06:00:00,557.12,498.42,12.45,-7.37,561.88,7.13,2017,3,-1
17353,2017-03-02 06:05:00,579.81,451.27,8.59,-12.27,571.57,2.08,2017,3,-1
17354,2017-03-02 06:10:00,582.31,467.05,10.29,-10.8,575.75,4.6,2017,3,-1
17355,2017-03-02 06:15:00,598.19,436.55,12.78,-6.22,584.43,7.59,2017,3,-1
17356,2017-03-02 06:20:00,601.24,412.82,10.53,-9.05,588.58,3.86,2017,3,-1
17357,2017-03-02 06:25:00,605.53,489.73,13.27,-6.8,592.11,8.23,2017,3,-1
17358,2017-03-02 06:30:00,602.48,564.61,7.38,-12.34,597.4,2.61,2017,3,-1
17359,2017-03-02 06:35:00,607.19,707.95,7.05,-11.19,607.08,4.58,2017,3,-1
17360,2017-03-02 06:40:00,621.01,799.89,16.14,-2.38,619.62,12.55,2017,3,-1
17361,2017-03-02 06:45:00,637.04,817.93,15.96,1.63,635.05,13.04,2017,3,-1
17362,2017-03-02 06:50:00,647.53,821.15,16.14,-2.99,647.42,11.48,2017,3,-1
17363,2017-03-02 06:55:00,666.95,965.81,7.16,-9.93,660.44,6.79,2017,3,-1
17364,2017-03-02 07:00:00,690.56,903.24,12.17,-4.42,676.45,10.58,2017,3,-1
17365,2017-03-02 07:05:00,702.32,978.22,10.83,-5.12,688.23,9.77,2017,3,-1
17366,2017-03-02 07:10:00,715.41,972.83,9.46,-5.67,702.4,11.13,2017,3,-1
17367,2017-03-02 07:15:00,722.91,984.91,8.24,-6.18,715.14,9.75,2017,3,-1
17368,2017-03-02 07:20:00,732.85,1059.97,7.5,-6.31,725.74,11.27,2017,3,-1
17369,2017-03-02 07:25:00,739.32,1013.79,6.9,-7.01,736.99,6.6,2017,3,-1
17370,2017-03-02 07:30:00,740.82,1023.86,6.26,-10.45,740.27,6.07,2017,3,-1
17371,2017-03-02 07:35:00,764.47,966.35,-55.23,-88.03,747.74,-68.6,2017,3,-1
17372,2017-03-02 07:40:00,815.05,960.37,-65.8,-101.29,767.72,-75.31,2017,3,-1
17373,2017-03-02 07:45:00,885.55,912.35,-75.04,-112.69,798.64,-81.14,2017,3,-1
17374,2017-03-02 07:50:00,922.91,907.82,-87.75,-122.44,823.24,-93.75,2017,3,-1
17375,2017-03-02 07:55:00,884.43,896.79,-94.51,-121.91,824.94,-98.28,2017,3,-1
17376,2017-03-02 08:00:00,934.5,933.8,-102.66,-134.18,831.2,-101.37,2017,3,-1
17377,2017-03-02 08:05:00,968.76,948.76,-103.46,-137.73,855.37,-105.44,2017,3,-1
17378,2017-03-02 08:10:00,855.32,848.28,-126.68,-146.08,837.0,-119.81,2017,3,-1
17380,2017-03-02 08:20:00,831.92,843.99,-160.28,-166.21,801.43,-143.81,2017,3,-1
17381,2017-03-02 08:25:00,834.53,858.98,-160.78,-166.22,788.67,-137.96,2017,3,-1
17467,2017-03-02 15:35:00,998.94,1025.74,-168.4,-178.01,893.59,-154.72,2017,3,-1
17510,2017-03-02 19:10:00,1029.36,1103.09,-212.89,-200.91,844.13,-182.04,2017,3,-1
17511,2017-03-02 19:15:00,870.0,806.69,-292.98,-281.42,844.55,-269.04,2017,3,-1
17513,2017-03-02 19:25:00,960.93,976.94,-132.51,-136.72,868.76,-110.37,2017,3,-1
17515,2017-03-02 19:35:00,962.55,1037.37,-160.58,-167.99,878.58,-150.15,2017,3,-1
17774,2017-03-03 17:10:00,851.21,895.27,-187.03,-63.12,843.43,-158.11,2017,3,-1
17819,2017-03-03 20:55:00,861.16,868.73,-184.87,-105.65,821.19,-154.48,2017,3,-1
17820,2017-03-03 21:00:00,862.46,868.69,-184.01,-101.02,818.67,-151.26,2017,3,-1
17821,2017-03-03 21:05:00,862.8,867.29,-176.96,-98.43,817.78,-144.14,2017,3,-1
17822,2017-03-03 21:10:00,865.01,875.66,-181.02,-99.76,821.44,-152.17,2017,3,-1
17827,2017-03-03 21:35:00,866.45,874.35,-185.49,-61.82,825.3,-154.65,2017,3,-1
17828,2017-03-03 21:40:00,864.27,870.95,-184.39,-61.57,823.11,-149.94,2017,3,-1
17830,2017-03-03 21:50:00,868.06,878.73,-179.94,-59.85,827.2,-145.0,2017,3,-1
17831,2017-03-03 21:55:00,868.18,877.0,-180.25,-61.15,826.73,-143.39,2017,3,-1
17832,2017-03-03 22:00:00,866.62,877.32,-185.4,-59.83,823.49,-153.52,2017,3,-1
17833,2017-03-03 22:05:00,866.13,871.66,-180.14,-57.2,820.4,-151.6,2017,3,-1
17834,2017-03-03 22:10:00,868.18,871.99,-185.66,-59.3,818.63,-151.19,2017,3,-1
17835,2017-03-03 22:15:00,867.0,874.12,-186.14,-61.42,815.1,-152.77,2017,3,-1
17836,2017-03-03 22:20:00,862.87,868.91,-178.79,-59.42,811.72,-145.69,2017,3,-1
17837,2017-03-03 22:25:00,860.14,861.66,-186.56,-61.92,812.35,-152.61,2017,3,-1
17838,2017-03-03 22:30:00,861.04,865.81,-179.46,-58.75,813.94,-147.03,2017,3,-1
17904,2017-03-04 04:00:00,872.6,883.61,-147.92,-132.44,831.7,-119.64,2017,3,-1
18431,2017-03-05 23:55:00,986.36,1055.06,-171.75,-183.22,926.04,-142.22,2017,3,-1
18468,2017-03-06 03:00:00,982.8,1046.93,-183.79,-197.6,922.65,-154.16,2017,3,-1
